1.000000000000000000e+00 3.007584415075865687e-08 -9.178450538938339592e-03 -2.304029417210885444e-07
4.020202020202020776e+00 5.978821172193956451e-02 -1.193699048587140821e+00 1.013033585297262174e-01
7.040404040404040664e+00 2.499987942946920727e-01 2.997184322715999993e-01 4.488937501295264254e-01
1.006060606060606055e+01 8.866753160121790822e-01 1.251537777198787449e+00 1.527010492696868171e+00
1.308080808080808133e+01 3.383379356524924830e-01 1.267528864763008967e-01 3.428817742374600241e-01
1.610101010101010388e+01 8.671234707943218378e-01 9.960143892698839485e-01 1.361731091587167430e+00
1.912121212121212110e+01 8.291336952361826329e-01 9.384935243772971614e-01 1.336839414841186624e+00
2.214141414141414188e+01 7.916286853843241822e-01 7.048655318423022731e-01 9.356775942312626215e-01
2.516161616161616266e+01 7.775717220007891672e-01 9.140501709037629485e-01 9.516755524331618199e-01
2.818181818181818343e+01 6.193129066310817388e-01 3.185408370393107980e-01 7.763818890126039651e-01
3.120202020202020421e+01 4.854068647425806571e-01 -1.780217654928950566e-01 5.215100028606548532e-01
3.422222222222222143e+01 5.236599482985657694e-01 2.241236316933749029e-01 6.262755089014957477e-01
3.724242424242424221e+01 4.689033863374162947e-01 2.891206048061323308e-01 6.209700901245098770e-01
4.026262626262626299e+01 5.071058846224318906e-01 6.805040449100849820e-01 7.424292262151152011e-01
4.328282828282828376e+01 4.111087898475935254e-01 4.443759087005597630e-01 6.402932871209495724e-01
4.630303030303030454e+01 2.210258685670302425e-01 -6.866197056372519425e-02 2.442490309499101286e-01
4.932323232323232531e+01 1.949758854849027723e-01 7.064096483514414881e-03 2.505762857852809056e-01
5.234343434343434609e+01 1.420813513328192113e-01 9.003011194679613749e-02 1.841663333810751313e-01
5.536363636363636687e+01 1.028296562619941679e-01 9.053653828509801438e-02 1.286524930170294678e-01
5.838383838383838764e+01 8.747891044040857766e-02 7.267404740124032425e-02 1.166816383875589891e-01
6.140404040404040842e+01 9.777089936340964405e-02 1.013254902012832304e-01 1.369986037506463472e-01
6.442424242424243630e+01 9.434459880412264521e-02 8.407650876057762290e-02 1.367627978370417052e-01
6.744444444444444287e+01 8.349417571991288312e-02 7.537961072252732930e-02 1.288051615695403884e-01
7.046464646464646364e+01 8.361878860979340966e-02 9.592649714708027797e-02 1.337000394416412719e-01
7.348484848484848442e+01 9.617797593900474784e-02 1.245253336767763869e-01 1.628899306384269940e-01
7.650505050505050519e+01 9.928304365768027273e-02 1.238903662970279734e-01 1.680651933488182259e-01
7.952525252525252597e+01 6.873137347668573094e-02 6.985425687413678031e-02 9.583228402295426718e-02
8.254545454545454675e+01 3.962713302436259716e-02 9.992976389989777219e-03 3.809506643046901841e-02
8.556565656565656752e+01 2.233431554254999493e-02 -1.020857705319828945e-02 1.728397598818399300e-02
8.858585858585858830e+01 1.457394000893716228e-02 -4.804100732426850456e-03 9.184893028451580899e-03
9.160606060606060908e+01 1.260463624046230177e-02 5.055624880925486953e-03 1.259924232945257815e-02
9.462626262626262985e+01 1.324770602897716067e-02 1.264945163422902426e-02 1.656968548094662347e-02
9.764646464646465063e+01 1.287565975985010928e-02 1.366670003396102881e-02 1.511226763466805810e-02
1.006666666666666714e+02 1.265006436841169951e-02 1.080777028813675357e-02 1.441170700421367384e-02
1.036868686868686922e+02 1.615778951517751055e-02 1.312619856276613442e-02 1.963046891783105929e-02
1.067070707070707130e+02 2.358954383591452958e-02 2.181247992520858256e-02 3.224139664824979962e-02
1.097272727272727337e+02 3.036478177377553364e-02 2.976584258425659865e-02 4.169332621060896360e-02
1.127474747474747545e+02 3.007907123373844416e-02 2.625800011724334360e-02 3.741988300944483481e-02
1.157676767676767753e+02 2.752502153936795329e-02 2.056411133002379599e-02 2.944349786708710254e-02
1.187878787878787961e+02 2.741038290137135652e-02 2.185910664014577287e-02 2.667109303919716276e-02
1.218080808080808168e+02 2.919015437951316683e-02 2.547737853094791255e-02 3.133347182972086309e-02
1.248282828282828376e+02 3.067007275558668658e-02 2.777832413117420352e-02 3.438898611840347785e-02
1.278484848484848584e+02 3.126014200432349066e-02 3.080102853373632710e-02 3.578866209552376831e-02
1.308686868686868650e+02 3.077352043769896253e-02 3.294217449905137429e-02 3.704122727621113331e-02
1.338888888888888857e+02 2.933210312151304788e-02 3.305333523894044001e-02 3.825425748263011627e-02
1.369090909090909065e+02 2.724646436484367759e-02 3.097539260495325159e-02 3.769001445239089643e-02
1.399292929292929273e+02 2.507622655990564275e-02 2.850565052883033412e-02 3.507061704741872010e-02
1.429494949494949481e+02 2.333552345476356052e-02 2.466841162497283163e-02 3.164484348938920166e-02
1.459696969696969688e+02 2.157994805013561598e-02 2.028138830529266357e-02 2.686909308005751285e-02
1.489898989898989896e+02 1.988630139492316221e-02 1.713410695209733464e-02 2.548804578582743521e-02
1.520101010101010104e+02 1.878053942572081511e-02 1.669927926246831534e-02 2.560973285872895910e-02
1.550303030303030312e+02 1.779007513115224426e-02 1.677808134807532228e-02 2.587113976865268103e-02
1.580505050505050519e+02 1.653974555572578289e-02 1.554666065189745303e-02 2.527086826104187056e-02
1.610707070707070727e+02 1.543761383963456260e-02 1.382770494882043164e-02 2.455109168566394287e-02
1.640909090909090935e+02 1.497952640515123370e-02 1.277014110272162509e-02 2.458097127449133945e-02
1.671111111111111143e+02 1.554186207597447501e-02 1.301722060108829668e-02 2.602860031489836676e-02
1.701313131313131350e+02 1.701146704162596543e-02 1.488761719985026016e-02 2.863871022466104102e-02
1.731515151515151558e+02 1.839262595844360151e-02 1.757249881505237865e-02 3.174528377732646622e-02
1.761717171717171766e+02 1.814770763554447719e-02 1.838052721742776743e-02 3.185162508449590479e-02
1.791919191919191974e+02 1.574698081710026315e-02 1.528922501834094339e-02 2.761989690077645832e-02
1.822121212121212182e+02 1.231581145278458703e-02 9.830062764142274284e-03 2.130097241791201884e-02
1.852323232323232389e+02 9.116174961094394499e-03 4.462232168521977627e-03 1.544900118158348823e-02
1.882525252525252597e+02 6.636418134684798735e-03 8.231175778111964048e-04 1.103261094751099847e-02
1.912727272727272805e+02 4.861070276175086594e-03 -4.118832895053364113e-04 7.931065794344499195e-03
1.942929292929293013e+02 3.625979975509560811e-03 -5.736050333560675091e-04 5.804861927923523311e-03
1.973131313131313220e+02 2.768184721636484432e-03 -4.331042246139994029e-04 4.328922333433564418e-03
2.003333333333333428e+02 2.164144573595328143e-03 -2.843815080768386308e-04 3.268823980865138371e-03
2.033535353535353636e+02 1.729289433676280173e-03 -2.041211811675967998e-04 2.473180560213441778e-03
2.063737373737373844e+02 1.409780447251190311e-03 -1.855522262319783157e-04 1.857049707293040048e-03
2.093939393939394051e+02 1.175064252318197121e-03 -1.864157830189913309e-04 1.390750931101750664e-03
2.124141414141414259e+02 1.007458599515282825e-03 -1.621144826105167490e-04 1.072246409445349376e-03
2.154343434343434467e+02 8.914116048281610187e-04 -9.458135632197002540e-05 8.865378647281403970e-04
2.184545454545454675e+02 8.110491062736159855e-04 2.784538576540603050e-06 7.917364755921369856e-04
2.214747474747474882e+02 7.560652778660519914e-04 1.048871554992028294e-04 7.644594289962823933e-04
2.244949494949495090e+02 7.250097454844224402e-04 2.003587949475416942e-04 7.784702075006504161e-04
