 CELL_PARAMETERS

1008 atoms
3 atom types

0.0 23.3006801605 xlo xhi
0.0 23.3006801605 ylo yhi
0.0 23.3006801605 zlo zhi
0.0 0.0 0.0 xy xz yz 
69 1 3.0 -11.520307540893555 -9.681713104248047 -2.363444089889526 
70 1 3.0 -6.855576992034912 -2.943733930587769 -6.551757335662842 
71 1 3.0 -0.981731832027435 9.676180839538574 -6.109534740447998 
72 1 3.0 3.734340190887451 1.065932750701904 2.588780164718628 
73 1 3.0 -7.498223304748535 0.438081353902817 -5.000942707061768 
74 1 3.0 -3.427603960037231 4.546062946319580 -10.317786216735840 
75 1 3.0 -10.542057037353516 -6.084256649017334 10.860871315002441 
76 1 3.0 3.657975196838379 10.535872459411621 3.819292545318604 
77 1 3.0 3.348192214965820 10.098932266235352 -1.382642388343811 
78 1 3.0 10.752504348754883 11.195502281188965 0.216563671827316 
79 1 3.0 4.019528865814209 -9.783721923828125 -2.834311723709106 
80 1 3.0 10.101330757141113 0.658763110637665 -9.636049270629883 
81 1 3.0 -10.077694892883301 1.009824991226196 8.513774871826172 
82 1 3.0 1.776090264320374 -6.458743572235107 0.079200305044651 
83 1 3.0 -2.525312423706055 9.439045906066895 0.280928075313568 
84 1 3.0 1.890087962150574 -0.547032117843628 -10.426155090332031 
85 1 3.0 -7.823146820068359 -3.072353839874268 10.844328880310059 
86 1 3.0 -8.388077735900879 9.518103599548340 1.688200235366821 
87 1 3.0 7.694881439208984 8.242061614990234 8.036045074462891 
88 1 3.0 -2.782415390014648 1.841516613960266 -6.512912273406982 
89 1 3.0 -2.909327507019043 5.450865745544434 4.828627586364746 
90 1 3.0 9.668255805969238 -4.254608154296875 -8.606175422668457 
91 1 3.0 3.363261461257935 11.549530982971191 7.014771938323975 
92 1 3.0 3.606649398803711 1.595071315765381 -3.045725822448730 
93 1 3.0 -7.105215072631836 8.069871902465820 10.048380851745605 
94 1 3.0 -8.682426452636719 7.912362575531006 5.065465927124023 
95 1 3.0 -8.669817924499512 10.171702384948730 -10.495367050170898 
96 1 3.0 5.846189022064209 4.750951766967773 -9.605422019958496 
97 1 3.0 -2.124840259552002 -9.446423530578613 9.785264968872070 
98 1 3.0 10.584930419921875 -7.407295227050781 -0.055171791464090 
99 1 3.0 0.177951008081436 -7.079618453979492 9.928647994995117 
100 1 3.0 -7.084680557250977 8.106956481933594 -2.026197195053101 
101 1 3.0 4.068654060363770 -1.059944510459900 5.693973541259766 
102 1 3.0 6.713594436645508 2.077271461486816 11.148275375366211 
103 1 3.0 0.528757512569427 -9.867838859558105 7.287258625030518 
104 1 3.0 -10.257497787475586 0.976179122924805 -11.196002960205078 
105 1 3.0 7.266217708587646 11.160410881042480 -5.592644691467285 
106 1 3.0 -9.659617424011230 -1.841912865638733 -4.239628314971924 
107 1 3.0 -5.203665256500244 -4.902192592620850 10.138327598571777 
108 1 3.0 -1.626474976539612 6.276439189910889 -4.387800693511963 
109 1 3.0 -10.476989746093750 8.114074707031250 -8.056703567504883 
110 1 3.0 -1.154008388519287 6.317661762237549 10.788621902465820 
111 1 3.0 -1.722752332687378 7.778966426849365 -9.324197769165039 
112 1 3.0 7.599727153778076 -7.538482189178467 3.959624767303467 
113 1 3.0 11.156394004821777 0.578175187110901 -4.738165378570557 
114 1 3.0 11.335704803466797 8.937021255493164 -4.394285202026367 
115 1 3.0 6.744599819183350 3.521436452865601 -3.094991922378540 
116 1 3.0 -7.930812835693359 -7.638202190399170 4.160349369049072 
117 1 3.0 -2.271037817001343 -3.815778493881226 7.639059543609619 
118 1 3.0 -3.116650104522705 9.129011154174805 6.300827026367188 
119 1 3.0 3.512974262237549 -6.971076011657715 -11.618704795837402 
120 1 3.0 11.196703910827637 9.609663009643555 8.653717994689941 
121 1 3.0 9.849337577819824 4.118048667907715 -5.654999732971191 
122 1 3.0 -6.578197956085205 11.267944335937500 -4.003012657165527 
123 1 3.0 11.525002479553223 4.241410732269287 8.926592826843262 
124 1 3.0 7.528716087341309 -11.456029891967773 8.678755760192871 
125 1 3.0 -7.147217750549316 0.593705356121063 11.087271690368652 
126 1 3.0 -9.773634910583496 1.411200165748596 3.048772335052490 
127 1 3.0 -10.699447631835938 2.734059810638428 -7.626422882080078 
128 1 3.0 -3.078869104385376 -0.013896835967898 7.449952602386475 
129 1 3.0 2.672330617904663 -6.251009941101074 7.088550090789795 
130 1 3.0 -3.897959947586060 -4.286274909973145 -7.828526973724365 
131 1 3.0 -3.649011850357056 6.334044456481934 -1.454373717308044 
132 1 3.0 4.890982627868652 -7.747474193572998 1.361973404884338 
133 1 3.0 -5.431491851806641 7.504964828491211 -9.693440437316895 
134 1 3.0 -7.907349586486816 0.364801257848740 -8.522398948669434 
135 1 3.0 7.323078632354736 9.570347785949707 -8.903665542602539 
136 1 3.0 -8.285034179687500 -8.824325561523438 8.881294250488281 
137 1 3.0 -1.580556511878967 -4.017243385314941 -3.711843967437744 
138 1 3.0 -7.215359687805176 -0.826869487762451 1.532151460647583 
139 1 3.0 -5.143939971923828 -10.838000297546387 8.175009727478027 
140 1 3.0 -4.378407955169678 3.752947807312012 -3.777240276336670 
141 1 3.0 8.506012916564941 -9.055784225463867 -10.612250328063965 
142 1 3.0 1.579425334930420 8.322898864746094 1.415477156639099 
143 1 3.0 0.206283345818520 1.744784832000732 3.932088375091553 
144 1 3.0 8.713772773742676 10.985594749450684 -2.367132663726807 
145 1 3.0 7.344330310821533 -9.152092933654785 -0.844562172889709 
146 1 3.0 -11.324123382568359 -2.645743608474731 -11.298983573913574 
147 1 3.0 -1.883561849594116 1.152592658996582 10.472933769226074 
148 1 3.0 5.691236972808838 0.859291374683380 -0.509339511394501 
149 1 3.0 -4.883780479431152 -4.893161296844482 -2.499677181243896 
150 1 3.0 6.498595237731934 -2.446534633636475 -1.482335209846497 
151 1 3.0 9.567641258239746 10.886602401733398 -11.463193893432617 
152 1 3.0 0.943989217281342 -3.029339075088501 -1.061974763870239 
153 1 3.0 -1.165397286415100 -2.743384361267090 1.824194312095642 
154 1 3.0 5.146358966827393 6.927549839019775 -6.712695121765137 
155 1 3.0 9.348446846008301 -1.703140854835510 0.799990415573120 
156 1 3.0 -6.441522598266602 2.877401113510132 1.726949095726013 
157 1 3.0 5.996969699859619 1.907121181488037 7.518864631652832 
158 1 3.0 9.786346435546875 -0.115320309996605 10.176206588745117 
159 1 3.0 -7.643044471740723 6.026401996612549 2.104606151580811 
160 1 3.0 -3.520308017730713 4.350681781768799 8.962789535522461 
161 1 3.0 -6.656918048858643 0.573843240737915 4.965897083282471 
162 1 3.0 -3.518435716629028 9.235251426696777 9.812602996826172 
163 1 3.0 11.572329521179199 -7.308782577514648 -9.269021987915039 
164 1 3.0 -2.061770439147949 -4.914541721343994 -11.175861358642578 
165 1 3.0 7.667411804199219 3.994655132293701 0.277450680732727 
166 1 3.0 -7.605400085449219 10.691644668579102 -7.099467277526855 
167 1 3.0 -5.623328208923340 -8.533215522766113 -3.147305965423584 
168 1 3.0 8.164433479309082 -2.355278730392456 -10.375444412231445 
169 1 3.0 1.110952377319336 -8.931798934936523 -6.866056442260742 
170 1 3.0 -0.225163802504539 9.767584800720215 -2.534860372543335 
171 1 3.0 6.969687938690186 -5.810399055480957 8.987512588500977 
172 1 3.0 -8.613970756530762 7.417621135711670 -5.516095638275146 
173 1 3.0 3.391904115676880 -2.281555652618408 -3.323789596557617 
174 1 3.0 3.071514368057251 -5.768270015716553 3.671306848526001 
175 1 3.0 -11.272766113281250 -9.480883598327637 6.958162784576416 
176 1 3.0 -4.959790229797363 6.331209659576416 -6.216310501098633 
177 1 3.0 9.009811401367188 -4.968951702117920 1.788090109825134 
178 1 3.0 4.799904346466064 3.914419889450073 4.600358486175537 
179 1 3.0 6.122937202453613 -10.130194664001465 -7.910655498504639 
180 1 3.0 -11.126445770263672 4.563943386077881 -10.977623939514160 
181 1 3.0 -10.952256202697754 -1.858812212944031 -7.862049102783203 
182 1 3.0 2.356853961944580 -9.945738792419434 0.301697731018066 
183 1 3.0 3.975746870040894 8.087345123291016 8.226430892944336 
184 1 3.0 -3.727501392364502 -8.371785163879395 -10.380274772644043 
185 1 3.0 -7.260904788970947 -7.097017765045166 -11.004036903381348 
186 1 3.0 0.285048335790634 1.619284272193909 -4.335063934326172 
187 1 3.0 -5.285617828369141 -1.866441130638123 -10.125079154968262 
188 1 3.0 9.402690887451172 8.207054138183594 0.323078989982605 
189 1 3.0 9.517383575439453 6.234574794769287 -8.774407386779785 
190 1 3.0 2.489114046096802 -10.498012542724609 10.256034851074219 
191 1 3.0 -6.459224700927734 4.429446697235107 11.163438796997070 
192 1 3.0 10.511285781860352 10.649356842041016 -7.236357688903809 
193 1 3.0 -0.445791423320770 11.497280120849609 1.974480152130127 
194 1 3.0 2.340353965759277 7.202859401702881 -10.920200347900391 
195 1 3.0 -8.994082450866699 -8.323218345642090 -4.437152385711670 
196 1 3.0 5.827761173248291 -4.539338588714600 5.539706707000732 
197 1 3.0 -8.464829444885254 -4.791460037231445 -3.501645326614380 
198 1 3.0 7.544439792633057 2.084451675415039 -7.967296600341797 
199 1 3.0 8.896559715270996 -1.257093429565430 -6.727930068969727 
200 1 3.0 10.792066574096680 -3.991474866867065 -1.341421246528625 
201 1 3.0 -9.544531822204590 -11.013625144958496 4.328167915344238 
202 1 3.0 3.829560995101929 -3.733839273452759 -9.763401031494141 
203 1 3.0 8.338519096374512 2.956164360046387 3.760553598403931 
204 1 3.0 -8.480390548706055 -7.083368301391602 -0.457714706659317 
205 1 3.0 -6.740776062011719 2.483564615249634 8.238205909729004 
206 1 3.0 10.282325744628906 5.728968620300293 2.161242961883545 
207 1 3.0 -6.465583324432373 -6.449226856231689 -7.471797943115234 
208 1 3.0 -2.220445871353149 -10.496902465820312 -8.133504867553711 
209 1 3.0 -0.014121052809060 -8.171898841857910 2.539506196975708 
210 1 3.0 5.385824680328369 -0.467204242944717 -5.963497161865234 
211 1 3.0 5.909671306610107 7.881008148193359 11.443907737731934 
212 1 3.0 -4.147166728973389 -1.049567818641663 3.257653236389160 
213 1 3.0 2.375723361968994 5.614995479583740 6.457329750061035 
214 1 3.0 6.181804656982422 -10.361608505249023 5.491116046905518 
215 1 3.0 -1.707964301109314 10.944028854370117 -11.172704696655273 
216 1 3.0 6.327901840209961 9.272411346435547 1.782919883728027 
217 1 3.0 -2.277167797088623 -0.991901338100433 -7.946653842926025 
218 1 3.0 4.942611217498779 3.234914779663086 -6.174006462097168 
219 1 3.0 7.113856315612793 -6.133936405181885 -6.691881179809570 
220 1 3.0 -6.476769447326660 -1.361263632774353 7.935075283050537 
221 1 3.0 -1.028114795684814 8.150661468505859 3.504669427871704 
222 1 3.0 -1.947072744369507 -7.431812286376953 6.715043544769287 
223 2 -1.2 -5.130080223083496 -1.485011458396912 1.441086769104004 
224 2 -1.2 -9.129735946655273 8.454013824462891 -1.401396274566650 
225 2 -1.2 10.254052162170410 9.456761360168457 4.567820549011230 
226 2 -1.2 6.413276672363281 2.626517772674561 -0.338095396757126 
227 2 -1.2 -4.406596183776855 -8.307868957519531 1.131464123725891 
228 2 -1.2 9.202474594116211 -2.797339916229248 -5.455246448516846 
229 2 -1.2 9.201801300048828 -8.807345390319824 -5.226536750793457 
230 2 -1.2 -8.177234649658203 7.659099578857422 1.054264783859253 
231 2 -1.2 -6.102159976959229 9.549989700317383 -3.183992624282837 
232 2 -1.2 11.008122444152832 10.943331718444824 10.208016395568848 
233 2 -1.2 -5.847027778625488 2.791304349899292 -0.518643558025360 
234 2 -1.2 6.607209205627441 -10.743421554565430 3.678315639495850 
235 2 -1.2 7.266694068908691 -4.363565921783447 -2.245956659317017 
236 2 -1.2 10.694789886474609 -5.926112651824951 -1.342221736907959 
237 2 -1.2 9.155288696289062 10.115125656127930 -8.496253967285156 
238 2 -1.2 -4.986703872680664 -10.354138374328613 -10.912927627563477 
239 2 -1.2 11.016524314880371 -3.575052022933960 -7.403151988983154 
240 2 -1.2 -3.481349229812622 8.057796478271484 -9.900616645812988 
241 2 -1.2 7.476012706756592 7.670763492584229 10.178574562072754 
242 2 -1.2 6.055014610290527 3.513802051544189 -7.935944557189941 
243 2 -1.2 -9.520877838134766 -11.322614669799805 -9.654094696044922 
244 2 -1.2 -2.821351289749146 8.720479965209961 4.283149242401123 
245 2 -1.2 -0.953615427017212 9.496529579162598 -9.926023483276367 
246 2 -1.2 4.378552436828613 -10.489385604858398 -6.970143795013428 
247 2 -1.2 6.329502582550049 -5.889017581939697 -8.557265281677246 
248 2 -1.2 9.309926033020020 10.021846771240234 -0.659674346446991 
249 2 -1.2 -6.293951988220215 -9.031660079956055 8.159580230712891 
250 2 -1.2 -6.876934051513672 -10.916327476501465 -8.016285896301270 
251 2 -1.2 -3.923760175704956 10.190224647521973 -1.102731466293335 
252 2 -1.2 -11.344082832336426 -10.080631256103516 11.445690155029297 
253 2 -1.2 1.875082015991211 4.106272697448730 7.811978816986084 
254 2 -1.2 -9.215481758117676 1.734755039215088 -8.300397872924805 
255 2 -1.2 -11.511590003967285 7.437451362609863 -3.272709131240845 
256 2 -1.2 -6.855998039245605 10.639124870300293 1.815937161445618 
257 2 -1.2 10.896595001220703 0.683617889881134 -0.612218618392944 
258 2 -1.2 10.434485435485840 2.589003086090088 -4.388791561126709 
259 2 -1.2 11.550455093383789 8.482784271240234 7.201345920562744 
260 2 -1.2 11.181879997253418 10.846530914306641 -10.373019218444824 
261 2 -1.2 4.582279682159424 -3.507599830627441 -7.981953620910645 
262 2 -1.2 4.581232547760010 5.276896476745605 3.142720937728882 
263 2 -1.2 -0.442009717226028 -8.627996444702148 -2.217773914337158 
264 2 -1.2 -3.816416263580322 -5.225248813629150 11.440702438354492 
265 2 -1.2 -3.728354692459106 0.879847764968872 0.005172930657864 
266 2 -1.2 -3.711708545684814 -3.885516166687012 6.493749141693115 
267 2 -1.2 -2.404197931289673 -10.551532745361328 -2.878273010253906 
268 2 -1.2 -4.346102237701416 8.141285896301270 -5.183810710906982 
269 2 -1.2 9.282657623291016 7.304593086242676 -1.345824480056763 
270 2 -1.2 -9.766513824462891 10.656940460205078 11.338629722595215 
271 2 -1.2 -7.820526123046875 -8.970144271850586 -10.269982337951660 
272 2 -1.2 3.256247997283936 -4.531913757324219 -11.516362190246582 
273 2 -1.2 -8.697699546813965 -5.960955619812012 -1.956825733184814 
274 2 -1.2 10.236596107482910 -3.115146875381470 -10.241772651672363 
275 2 -1.2 -8.985935211181641 -0.146689489483833 2.079650640487671 
276 2 -1.2 5.451999187469482 -1.040060758590698 -0.663093507289886 
277 2 -1.2 7.821027278900146 4.524574279785156 -1.678424596786499 
278 2 -1.2 -3.396309852600098 -0.062898397445679 -6.211769104003906 
279 2 -1.2 7.356573104858398 8.406606674194336 0.246639400720596 
280 2 -1.2 -4.674511909484863 -10.998862266540527 1.295706748962402 
281 2 -1.2 2.545231342315674 -9.677516937255859 -1.536148548126221 
282 2 -1.2 -10.273779869079590 -3.762421131134033 -3.862211465835571 
283 2 -1.2 -9.727829933166504 -8.348868370056152 7.519217014312744 
284 2 -1.2 -8.376944541931152 1.172982096672058 4.343100070953369 
285 2 -1.2 9.021690368652344 2.308015584945679 -9.633903503417969 
286 2 -1.2 7.802825927734375 -2.534595727920532 11.114150047302246 
287 2 -1.2 -2.313691854476929 -1.684017062187195 3.557610511779785 
288 2 -1.2 9.287434577941895 2.686806678771973 -0.198523238301277 
289 2 -1.2 -6.690139293670654 6.394244194030762 11.020483016967773 
290 2 -1.2 -8.622306823730469 9.339255332946777 6.448339462280273 
291 2 -1.2 11.169208526611328 7.209812164306641 -8.476745605468750 
292 2 -1.2 2.026938438415527 6.132720470428467 -1.370576381683350 
293 2 -1.2 -7.990259170532227 -3.337113142013550 -4.920898437500000 
294 2 -1.2 -3.301199436187744 0.665791094303131 2.551814317703247 
295 2 -1.2 -10.384899139404297 -6.088657855987549 -8.509703636169434 
296 2 -1.2 -4.463589668273926 6.494082927703857 5.297063350677490 
297 2 -1.2 3.482886075973511 -5.731498241424561 -9.233631134033203 
298 2 -1.2 -0.937873780727386 11.256832122802734 -7.674364566802979 
299 2 -1.2 -8.767942428588867 -10.222205162048340 -4.208569049835205 
300 2 -1.2 -2.181606054306030 7.368255615234375 6.237952709197998 
301 2 -1.2 1.518303036689758 -10.832818984985352 -6.294283866882324 
302 2 -1.2 -8.269220352172852 1.851529598236084 -3.773416042327881 
303 2 -1.2 -7.351906776428223 -6.065115451812744 -9.298666954040527 
304 2 -1.2 -6.787542343139648 -3.890083551406860 9.497790336608887 
305 2 -1.2 -1.820465564727783 0.970496952533722 -8.177661895751953 
306 2 -1.2 -2.052556276321411 -9.691782951354980 -0.048378959298134 
307 2 -1.2 -2.593310832977295 3.958130836486816 3.533171176910400 
308 2 -1.2 2.683053016662598 -0.421939224004745 1.618093132972717 
309 2 -1.2 2.028332471847534 -3.786522388458252 -2.684183835983276 
310 2 -1.2 -9.250680923461914 -4.031357288360596 7.092089176177979 
311 2 -1.2 7.534207820892334 -11.522631645202637 6.382985115051270 
312 2 -1.2 -5.110680580139160 -2.320411682128906 -5.983356475830078 
313 2 -1.2 5.814859867095947 7.858984470367432 7.320470809936523 
314 2 -1.2 1.397485613822937 -6.128756999969482 -4.308463573455811 
315 2 -1.2 3.975516319274902 4.030773639678955 -9.779211044311523 
316 2 -1.2 -0.005954648833722 8.910943031311035 4.915240287780762 
317 2 -1.2 1.041132569313049 -11.090331077575684 1.067163348197937 
318 2 -1.2 -8.062238693237305 -3.460090398788452 -7.897373676300049 
319 2 -1.2 6.032465934753418 -10.767895698547363 9.769940376281738 
320 2 -1.2 -11.136167526245117 -11.112951278686523 0.864252388477325 
321 2 -1.2 -3.324054479598999 -4.755400180816650 -3.594623327255249 
322 2 -1.2 1.691481232643127 7.407375812530518 -5.308274269104004 
323 2 -1.2 -8.558907508850098 2.005646705627441 7.979115962982178 
324 2 -1.2 10.205467224121094 -8.676207542419434 -9.383905410766602 
325 2 -1.2 -5.005340576171875 -10.310108184814453 6.255682468414307 
326 2 -1.2 11.255159378051758 -0.828062951564789 -9.177100181579590 
327 2 -1.2 -10.691978454589844 -3.991505861282349 -0.944802939891815 
328 2 -1.2 -2.117037773132324 3.042591094970703 0.436441272497177 
329 2 -1.2 8.435353279113770 11.429587364196777 10.330875396728516 
330 2 -1.2 7.169398784637451 10.026972770690918 8.456639289855957 
331 2 -1.2 9.748813629150391 6.715013504028320 5.557875633239746 
332 2 -1.2 -7.053089141845703 -3.888671636581421 4.289995193481445 
333 2 -1.2 -2.387986660003662 -7.574291706085205 -6.781992912292480 
334 2 -1.2 -6.390336036682129 1.663501739501953 -8.975933074951172 
335 2 -1.2 3.052915573120117 6.100707530975342 -3.611390590667725 
336 2 -1.2 5.933612346649170 -3.689719915390015 -0.079981222748756 
337 2 -1.2 7.816111087799072 -10.952312469482422 -1.327013134956360 
338 2 -1.2 -1.040121316909790 -5.950427055358887 10.798438072204590 
339 2 -1.2 -9.593696594238281 0.756453096866608 -1.059882879257202 
340 2 -1.2 -9.044948577880859 -6.289225578308105 -4.554724693298340 
341 2 -1.2 7.231647968292236 9.778704643249512 -2.499279975891113 
342 2 -1.2 7.904473781585693 3.721922159194946 10.664945602416992 
343 2 -1.2 -11.249107360839844 5.236047744750977 5.267853736877441 
344 2 -1.2 8.385516166687012 7.742391586303711 -8.090094566345215 
345 2 -1.2 -4.979625225067139 4.745854854583740 -7.431362152099609 
346 2 -1.2 -11.175610542297363 2.973168849945068 -1.158174395561218 
347 2 -1.2 5.003256320953369 -2.778740167617798 5.413956642150879 
348 2 -1.2 10.455176353454590 4.851058959960938 -2.397652149200439 
349 2 -1.2 4.768568992614746 7.815127849578857 9.932252883911133 
350 2 -1.2 9.515494346618652 -11.005668640136719 1.136111617088318 
351 2 -1.2 -5.073823451995850 -7.495752811431885 -6.276122093200684 
352 2 -1.2 4.941658973693848 3.095874309539795 11.084299087524414 
353 2 -1.2 -5.842009544372559 -11.020609855651855 3.861973524093628 
354 2 -1.2 1.176999568939209 -4.887185573577881 6.335841655731201 
355 2 -1.2 3.579514026641846 -10.681982040405273 8.660674095153809 
356 2 -1.2 2.445389747619629 -5.924674510955811 1.810851812362671 
357 2 -1.2 3.655425310134888 -2.206734180450439 10.217247009277344 
358 2 -1.2 1.972345352172852 -1.881406903266907 -4.514968395233154 
359 2 -1.2 -4.260760307312012 -8.938799858093262 -1.896715164184570 
360 2 -1.2 9.861453056335449 2.097859859466553 3.032570600509644 
361 2 -1.2 -11.546950340270996 -5.992353916168213 7.023621559143066 
362 2 -1.2 3.344376802444458 -11.648505210876465 -0.058081131428480 
363 2 -1.2 8.755349159240723 -2.375621557235718 -8.353524208068848 
364 2 -1.2 -8.558920860290527 -3.769593238830566 -10.910797119140625 
365 2 -1.2 -9.467871665954590 6.720450878143311 6.622066974639893 
366 2 -1.2 -4.490858554840088 11.156710624694824 -4.011295318603516 
367 2 -1.2 -7.597696781158447 4.408349037170410 -10.659444808959961 
368 2 -1.2 -0.878588736057281 -5.466974258422852 -2.281781911849976 
369 2 -1.2 0.258322477340698 -7.499887943267822 -9.535536766052246 
370 2 -1.2 -2.275804042816162 8.788500785827637 -7.610311031341553 
371 2 -1.2 -8.326016426086426 -6.010856151580811 -6.965980052947998 
372 2 -1.2 -4.112346649169922 -7.524674892425537 3.814321756362915 
373 2 -1.2 -2.618530750274658 -1.896858096122742 8.163468360900879 
374 2 -1.2 11.231189727783203 5.205996990203857 -4.799602508544922 
375 2 -1.2 -1.605331301689148 -3.284424304962158 10.889904975891113 
376 2 -1.2 -0.204870715737343 -6.454785823822021 0.453065782785416 
377 2 -1.2 4.550704956054688 -2.200468540191650 -5.470795154571533 
378 2 -1.2 10.184092521667480 -3.798682451248169 -3.155613183975220 
379 2 -1.2 6.899556636810303 -9.960582733154297 -11.194434165954590 
380 2 -1.2 -11.540546417236328 -8.278703689575195 5.505706787109375 
381 2 -1.2 -6.881142616271973 4.517044067382812 3.152397155761719 
382 2 -1.2 10.444729804992676 9.662607192993164 1.542077779769897 
383 2 -1.2 -5.681002616882324 -0.144121930003166 -1.642984390258789 
384 2 -1.2 -0.442455708980560 -8.696668624877930 10.942379951477051 
385 2 -1.2 -9.929903030395508 8.599904060363770 -9.888465881347656 
386 2 -1.2 -7.346573352813721 4.390086174011230 -3.030536651611328 
387 2 -1.2 -5.050697326660156 3.183581829071045 8.486757278442383 
388 2 -1.2 7.059734821319580 6.885706424713135 -2.696472167968750 
389 2 -1.2 -7.968039035797119 7.898393630981445 -3.772724390029907 
390 2 -1.2 4.148086547851562 10.019699096679688 7.727339267730713 
391 2 -1.2 -10.860611915588379 -0.660494327545166 8.952432632446289 
392 2 -1.2 1.945413947105408 5.344129085540771 -6.909352779388428 
393 2 -1.2 -7.423718929290771 -1.122278571128845 -6.378240585327148 
