 CELL_PARAMETERS

1008 atoms
3 atom types

0.0 23.3006801605 xlo xhi
0.0 23.3006801605 ylo yhi
0.0 23.3006801605 zlo zhi
0.0 0.0 0.0 xy xz yz 

Masses

1 180.95000
2 15.99940
3 91.22000

Atoms # charge

1 1 3.0 4.368328571319580 -6.977577209472656 -8.007070541381836 
2 1 3.0 0.158498451113701 6.141617774963379 -1.359973549842834 
3 1 3.0 -10.985577583312988 5.582874774932861 -3.381143569946289 
4 1 3.0 -1.356989026069641 3.162483930587769 -1.426462292671204 
5 1 3.0 5.942141532897949 -11.640976905822754 -11.583008766174316 
6 1 3.0 0.055328555405140 -2.863746643066406 10.250344276428223 
7 1 3.0 8.069960594177246 0.171410992741585 -3.311761140823364 
8 1 3.0 -4.070278167724609 -1.019051909446716 -4.625917434692383 
9 1 3.0 -9.695205688476562 10.351326942443848 -1.700943112373352 
10 1 3.0 5.136392593383789 -0.318765163421631 -9.513459205627441 
11 1 3.0 9.646922111511230 2.040755748748779 7.068945884704590 
12 1 3.0 9.019254684448242 -2.755275249481201 4.628580093383789 
13 1 3.0 0.762564063072205 3.436486721038818 9.611122131347656 
14 1 3.0 -6.757495403289795 4.514347553253174 -1.300557971000671 
15 1 3.0 -5.122777938842773 -3.879806280136108 5.492459774017334 
16 1 3.0 3.184874296188354 -9.125137329101562 4.279691696166992 
17 1 3.0 -10.386265754699707 3.629575490951538 5.756124496459961 
18 1 3.0 -9.539724349975586 2.275408267974854 -2.385719537734985 
19 1 3.0 -0.638322353363037 -1.321161031723022 5.034961700439453 
20 1 3.0 -10.181068420410156 -2.558273553848267 8.358009338378906 
21 1 3.0 11.032607078552246 -5.835508346557617 5.349674224853516 
22 1 3.0 -0.047667685896158 -7.052274703979492 -3.279242277145386 
23 1 3.0 -5.740764617919922 -7.088961124420166 7.489002227783203 
24 1 3.0 7.775623798370361 4.708223342895508 8.926583290100098 
25 1 3.0 7.069527626037598 -2.719928026199341 9.554521560668945 
26 1 3.0 -5.612402439117432 6.836911201477051 6.852975845336914 
27 1 3.0 8.204867362976074 -10.760694503784180 2.278628587722778 
28 1 3.0 0.447469860315323 10.333838462829590 5.929827690124512 
29 1 3.0 -3.156250238418579 -10.880186080932617 -4.639247417449951 
30 1 3.0 -6.087118625640869 3.018246173858643 -7.537848472595215 
31 1 3.0 -1.394175171852112 5.284199714660645 -7.460520744323730 
32 1 3.0 -11.588671684265137 6.859509944915771 6.192627906799316 
33 1 3.0 4.708633899688721 6.080018043518066 1.404046297073364 
34 1 3.0 2.237301826477051 3.380580186843872 0.026629101485014 
35 1 3.0 0.475811749696732 -1.441784143447876 -5.540990829467773 
36 1 3.0 -10.657342910766602 -11.356547355651855 10.152648925781250 
37 1 3.0 -11.628720283508301 -0.593076825141907 5.539047718048096 
38 1 3.0 -4.755332946777344 1.457412123680115 -1.391790151596069 
39 1 3.0 4.585144996643066 -3.971596956253052 -6.087873935699463 
40 1 3.0 -7.173572540283203 -4.535239696502686 2.511711359024048 
41 1 3.0 -3.461299180984497 -7.130831241607666 -5.110676288604736 
42 1 3.0 3.183844089508057 -10.275369644165039 -9.996387481689453 
43 1 3.0 -8.542804718017578 5.342388153076172 -9.142352104187012 
44 1 3.0 -2.425332784652710 -8.986805915832520 -1.481637001037598 
45 1 3.0 -8.423783302307129 10.708438873291016 7.702819347381592 
46 1 3.0 0.677824974060059 9.098458290100098 9.464942932128906 
47 1 3.0 7.359509944915771 -9.105473518371582 -4.498973846435547 
48 1 3.0 4.937005519866943 -9.048476219177246 8.745797157287598 
49 1 3.0 3.582579851150513 11.489733695983887 -5.857835769653320 
50 1 3.0 -10.729139328002930 -5.612480163574219 2.251233816146851 
51 1 3.0 -5.866181850433350 11.044884681701660 5.331482410430908 
52 1 3.0 -10.973999023437500 -0.513873875141144 -0.859574019908905 
53 1 3.0 -1.976615667343140 1.023811340332031 1.014625668525696 
54 1 3.0 -1.418042778968811 -0.611786425113678 -2.190017223358154 
55 1 3.0 3.671187162399292 -4.391495704650879 9.877947807312012 
56 1 3.0 2.983531236648560 8.325706481933594 -4.209390640258789 
57 1 3.0 6.824547767639160 -5.740844249725342 -10.483990669250488 
58 1 3.0 3.854433774948120 5.523338317871094 -1.903624415397644 
59 1 3.0 3.720668315887451 9.344575881958008 -9.054287910461426 
60 1 3.0 0.559398174285889 5.437499046325684 2.811310052871704 
61 1 3.0 2.515387773513794 1.043910622596741 -7.485821247100830 
62 1 3.0 8.525493621826172 7.556847095489502 -6.078014850616455 
63 1 3.0 -1.798076391220093 -5.496289730072021 -0.192748934030533 
64 1 3.0 -5.031270980834961 -6.657659530639648 0.981809020042419 
65 1 3.0 8.796339988708496 6.121649265289307 -2.803042888641357 
66 1 3.0 0.043885495513678 -3.565588474273682 -8.762310981750488 
67 1 3.0 5.422110080718994 -3.811308383941650 1.916104197502136 
68 1 3.0 9.476789474487305 7.307712554931641 10.863476753234863 
