1.000000000000000000e+00 8.510413394157410447e-07 6.740402975019329687e-07 1.028042381329549227e-06
4.020202020202020776e+00 1.432892146829109307e-02 1.395414248425053648e-02 1.470370045233164967e-02
7.040404040404040664e+00 2.000748913794140049e-01 1.954569908510614962e-01 2.046927919077665137e-01
1.006060606060606055e+01 6.054874031335946150e-01 5.919503731697864923e-01 6.190244330974027376e-01
1.308080808080808133e+01 3.538293850326971191e-01 3.493921965846676359e-01 3.582665734807266023e-01
1.610101010101010388e+01 6.518950977369968314e-01 6.415168123862159399e-01 6.622733830877777228e-01
1.912121212121212110e+01 8.269494810927655593e-01 8.189364264845941932e-01 8.349625357009369253e-01
2.214141414141414188e+01 4.505682095618751548e-01 4.461317006459984968e-01 4.550047184777518128e-01
2.516161616161616266e+01 4.649288328703208850e-01 4.596229589207073141e-01 4.702347068199344560e-01
2.818181818181818343e+01 4.869434407751938587e-01 4.809664629413319958e-01 4.929204186090557216e-01
3.120202020202020421e+01 3.654785986203166748e-01 3.620700743717744641e-01 3.688871228688588855e-01
3.422222222222222143e+01 3.774461342177369283e-01 3.724535646927145116e-01 3.824387037427593450e-01
3.724242424242424221e+01 3.534934045057357976e-01 3.496670205423466071e-01 3.573197884691249882e-01
4.026262626262626299e+01 5.048793688085599918e-01 4.963884417115651537e-01 5.133702959055548298e-01
4.328282828282828376e+01 3.095596622210851634e-01 3.052277778093904770e-01 3.138915466327798498e-01
4.630303030303030454e+01 2.117100732809692742e-01 2.090118836130132329e-01 2.144082629489253156e-01
4.932323232323232531e+01 2.715305238019725120e-01 2.669173312216834848e-01 2.761437163822615393e-01
5.234343434343434609e+01 2.205407079197802267e-01 2.167646923290978411e-01 2.243167235104626123e-01
5.536363636363636687e+01 1.330431581960846710e-01 1.311699136377681707e-01 1.349164027544011712e-01
5.838383838383838764e+01 1.205339602782073277e-01 1.190524025954192988e-01 1.220155179609953566e-01
6.140404040404040842e+01 1.785374940449000469e-01 1.754350959053636860e-01 1.816398921844364078e-01
6.442424242424243630e+01 2.229525375242545904e-01 2.192401301533465074e-01 2.266649448951626733e-01
6.744444444444444287e+01 1.895815309223107259e-01 1.862361847476620702e-01 1.929268770969593816e-01
7.046464646464646364e+01 1.671294611343986380e-01 1.635399236601517980e-01 1.707189986086454780e-01
7.348484848484848442e+01 1.529440315591320543e-01 1.499567409832930909e-01 1.559313221349710177e-01
7.650505050505050519e+01 1.683547070690713798e-01 1.645433085270954221e-01 1.721661056110473376e-01
7.952525252525252597e+01 1.592037891598682975e-01 1.557149328560789026e-01 1.626926454636576924e-01
8.254545454545454675e+01 1.516010312100705137e-01 1.482108632911095236e-01 1.549911991290315039e-01
8.556565656565656752e+01 1.563586451847399916e-01 1.521669984514074370e-01 1.605502919180725463e-01
8.858585858585858830e+01 1.378171681954985517e-01 1.336468641421642567e-01 1.419874722488328467e-01
9.160606060606060908e+01 9.445185087568172544e-02 9.149259210001198239e-02 9.741110965135146849e-02
9.462626262626262985e+01 5.730426321445629412e-02 5.566278435880878811e-02 5.894574207010380013e-02
9.764646464646465063e+01 3.755499948486830386e-02 3.668005978115208149e-02 3.842993918858452623e-02
1.006666666666666714e+02 3.106652670852943013e-02 3.050176658029305279e-02 3.163128683676580399e-02
1.036868686868686922e+02 3.303241240102920695e-02 3.242227204641944666e-02 3.364255275563896724e-02
1.067070707070707130e+02 4.091254519089341374e-02 3.997738257832490760e-02 4.184770780346191987e-02
1.097272727272727337e+02 4.852963503036333143e-02 4.735349208673895333e-02 4.970577797398770953e-02
