 CELL_PARAMETERS

1008 atoms
3 atom types

0.0 23.3006801605 xlo xhi
0.0 23.3006801605 ylo yhi
0.0 23.3006801605 zlo zhi
0.0 0.0 0.0 xy xz yz 

Masses

1 180.95000
2 15.99940
3 91.22000

Atoms # charge

1 1 3.0 4.404652118682861 -7.008159637451172 -7.953315258026123 
2 1 3.0 0.131530076265335 6.112595558166504 -1.321902394294739 
3 1 3.0 -11.020504951477051 5.568949222564697 -3.338417530059814 
4 1 3.0 -1.350965619087219 3.121864795684814 -1.491138577461243 
5 1 3.0 5.835688591003418 11.647329330444336 -11.491457939147949 
6 1 3.0 0.194452151656151 -3.289524793624878 10.578957557678223 
7 1 3.0 8.060284614562988 0.146688520908356 -3.251383781433105 
8 1 3.0 -4.103882789611816 -1.205280780792236 -4.699532032012939 
9 1 3.0 -9.728631019592285 10.351346015930176 -1.659163117408752 
10 1 3.0 5.063651084899902 -0.322764128446579 -9.466423988342285 
11 1 3.0 9.696951866149902 2.025515556335449 7.005513668060303 
12 1 3.0 9.122392654418945 -2.794433116912842 4.558787822723389 
13 1 3.0 0.838453650474548 3.661151409149170 9.689959526062012 
14 1 3.0 -6.774878978729248 4.507864475250244 -1.300805091857910 
15 1 3.0 -5.234244346618652 -3.819970846176147 5.511924743652344 
16 1 3.0 3.034118652343750 -9.030102729797363 4.413146495819092 
17 1 3.0 -10.298783302307129 3.613471508026123 5.744094848632812 
18 1 3.0 -9.580189704895020 2.268316745758057 -2.329267501831055 
19 1 3.0 -0.686639189720154 -1.430862307548523 5.083258628845215 
20 1 3.0 -10.196949958801270 -2.591058492660522 8.290640830993652 
21 1 3.0 10.908417701721191 -5.664431571960449 5.259461402893066 
22 1 3.0 0.032808829098940 -7.091926574707031 -3.269112825393677 
23 1 3.0 -5.734390735626221 -7.115345478057861 7.348995208740234 
24 1 3.0 7.871529102325439 4.635249614715576 8.964845657348633 
25 1 3.0 7.072638988494873 -2.679218769073486 9.384451866149902 
26 1 3.0 -5.542086124420166 6.816005706787109 6.975272655487061 
27 1 3.0 8.113631248474121 -10.793745040893555 2.367313146591187 
28 1 3.0 0.515095710754395 10.309896469116211 6.105816841125488 
29 1 3.0 -3.147997856140137 -10.905200958251953 -4.659567832946777 
30 1 3.0 -6.139101505279541 3.026076316833496 -7.497365951538086 
31 1 3.0 -1.411356210708618 5.216610908508301 -7.426252841949463 
32 1 3.0 -11.468099594116211 6.860129833221436 6.263714790344238 
33 1 3.0 4.617713451385498 6.128647804260254 1.196051239967346 
34 1 3.0 2.206583738327026 3.331501483917236 0.026441583409905 
35 1 3.0 0.562956690788269 -1.602373838424683 -5.645405769348145 
36 1 3.0 -10.607379913330078 -11.353530883789062 10.168603897094727 
37 1 3.0 -11.637763023376465 -0.625197410583496 5.506360054016113 
38 1 3.0 -4.751738071441650 1.459233164787292 -1.407645583152771 
39 1 3.0 4.546273231506348 -3.984931230545044 -6.038409233093262 
40 1 3.0 -7.174526691436768 -4.512758731842041 2.466737985610962 
41 1 3.0 -3.441111564636230 -7.133505344390869 -5.100530624389648 
42 1 3.0 3.151464223861694 -10.171894073486328 -9.524345397949219 
43 1 3.0 -8.576024055480957 5.325535774230957 -9.117264747619629 
44 1 3.0 -2.345551013946533 -8.906710624694824 -1.733561277389526 
45 1 3.0 -8.387480735778809 10.687338829040527 7.673323154449463 
46 1 3.0 0.689718067646027 9.167507171630859 9.645270347595215 
47 1 3.0 7.366807460784912 -9.117079734802246 -4.469767093658447 
48 1 3.0 4.918127536773682 -9.007503509521484 8.850892066955566 
49 1 3.0 3.427157878875732 11.492665290832520 -5.942971706390381 
50 1 3.0 -10.698408126831055 -5.632110595703125 2.214677095413208 
51 1 3.0 -5.851291656494141 11.045463562011719 5.245991230010986 
52 1 3.0 -10.997935295104980 -0.542083978652954 -0.906376719474792 
53 1 3.0 -1.946596980094910 1.004939079284668 0.965024173259735 
54 1 3.0 -1.414964914321899 -0.650152146816254 -2.275386095046997 
55 1 3.0 3.627338886260986 -4.390946388244629 10.053234100341797 
56 1 3.0 2.973309040069580 8.292017936706543 -4.208329677581787 
57 1 3.0 6.842622280120850 -5.796798229217529 -10.452649116516113 
58 1 3.0 3.783253908157349 5.458528995513916 -1.931752800941467 
59 1 3.0 3.794553041458130 9.212583541870117 -8.998744964599609 
60 1 3.0 0.629787504673004 5.441379070281982 2.841274261474609 
61 1 3.0 2.371695041656494 0.853700101375580 -7.731084346771240 
62 1 3.0 8.509319305419922 7.560426712036133 -6.027072906494141 
63 1 3.0 -1.758728146553040 -5.474299907684326 -0.252217948436737 
64 1 3.0 -5.007382869720459 -6.611702919006348 0.896630644798279 
65 1 3.0 8.771864891052246 6.118793010711670 -2.740987062454224 
66 1 3.0 0.237304687500000 -3.318789243698120 -8.999164581298828 
67 1 3.0 5.497131824493408 -3.787319183349609 1.925072908401489 
68 1 3.0 9.517126083374023 7.277319431304932 10.884281158447266 
