     1     1   0.022956697270274   0.020591942593455   0.055096905678511   0.032140206545591
     2    -1   0.032264694571495   0.023447241634130   0.000000000000000   0.000000000000000
     3     1   0.157045021653175   0.049892362207174   0.293651342391968   0.136606305837631
     4    -1   0.590793848037720   0.066649459302425   0.007857215590775  -0.582936584949493
     5     1   0.066474393010139   0.038198258727789   0.103822462260723   0.037348069250584
     6    -1   0.066558606922626   0.038096189498901  -0.160084918141365  -0.226643532514572
     7     1   0.359707564115524   0.056685406714678   0.108529567718506   0.468237131834030
     8     1   0.039409160614014   0.046932455152273   0.094555392861366   0.055146232247353
     9     1   0.026001395657659   0.027549946680665   0.000776064815000   0.026777461171150
    10    -1   0.452379286289215   0.076307043433189   0.247345730662346  -0.205033570528030
    11     1   0.197356820106506   0.026959439739585   0.025982772931457   0.223339587450027
    12     1   0.107134260237217   0.027477787807584   0.221346706151962   0.114212438464165
    13    -1   0.104791551828384   0.024557683616877   0.000000000000000   0.000000000000000
    14     1   0.252811133861542   0.054840739816427   0.255597263574600   0.002786156721413
    15     1   0.353381216526031   0.041242949664593   0.047717232257128   0.401098459959030
    16     1   0.286742538213730   0.045461591333151   0.353536903858185   0.066794343292713
    17    -1   0.000911496521439   0.030593290925026   0.037544935941696   0.036633439362049
    18     1   0.047249622642994   0.023297969251871   0.074040167033672   0.026790540665388
    19     1   0.026444096118212   0.034856025129557   0.038835715502501   0.012391619384289
    20     1   0.103515215218067   0.023586863651872   0.064971186220646   0.168486401438713
    21     1   0.104553893208504   0.040107477456331   0.016388325020671   0.120942212641239
    22     1   0.102718412876129   0.022214122116566   0.111697785556316   0.008979373611510
    23     1   0.198348641395569   0.020364042371511   0.134791105985641   0.333139747381210
    24    -1   0.060983091592789   0.023866046220064   0.000000000000000   0.000000000000000
